Protocol,Compounds,InputFields,Iterations,NumPending,Hour,Day,Class
F,443,1140,20,477,12.03333333,Mon,M
F,450,1184,20,0,14.75,Tue,M
F,461,1188,20,0,14,Tue,M
F,453,1191,20,0,14.01666667,Tue,M
F,464,493,11,3,16.36666667,Thu,F
F,456,63,20,3,14.28333333,Wed,F
F,42,746,20,0,17.43333333,Fri,VF
F,49,841,20,0,17.46666667,Fri,VF
F,50,1014,20,0,10.65,Fri,F
F,44,1175,20,0,12.2,Fri,F
F,42,2026,20,1,17.4,Fri,VF
F,45,2526,20,46,11.98333333,Fri,VF
F,494,731,20,5,13.9,Tue,VF
F,46,501,20,0,16.5,Wed,VF
F,57,502,20,0,9.95,Fri,VF
F,55,514,20,0,10.75,Wed,VF
F,50,520,20,0,10.08333333,Fri,VF
F,44,542,20,0,16.2,Wed,VF
F,57,622,20,0,17.26666667,Tue,VF
F,56,683,20,0,16.36666667,Fri,VF
F,46,743,20,0,16.16666667,Fri,VF
F,52,822,20,0,16.75,Mon,F
F,43,840,20,0,16.63333333,Fri,F
F,50,485,20,0,10.3,Fri,VF
F,590,1125,20,16,13.61666667,Mon,F
F,61,1277,20,0,9.4,Wed,F
F,60,627,20,0,15.48333333,Thu,F
F,697,305,20,0,15.68333333,Wed,F
F,69,867,20,0,14.15,Wed,F
F,76,714,20,0,20.86666667,Wed,F
F,79,1810,50,0,13.16666667,Thu,F
F,789,5569,20,4,17.96666667,Wed,M
F,782,5571,20,5,13.93333333,Fri,M
F,786,174,20,0,21.66666667,Tue,VF
F,788,5572,20,221,14.03333333,Fri,M
F,783,5574,20,360,14.43333333,Fri,M
F,781,5574,20,64,14.33333333,Fri,M
F,777,435,20,17,16.25,Mon,VF
F,75,3293,20,8,10.85,Tue,F
F,894,97,20,2970,17.46666667,Tue,VF
F,894,1037,20,3268,17.55,Tue,F
F,889,1484,20,3427,17.61666667,Tue,M
F,885,2061,20,15,16.81666667,Fri,F
F,890,277,20,3539,17.66666667,Tue,M
F,91,1060,20,0,10.46666667,Tue,F
F,100,2347,20,0,10.28333333,Sat,F
F,104,2359,20,0,11.61666667,Sat,F
G,99,69,20,0,18.5,Wed,VF
G,1055,126,10,164,10.66666667,Thu,F
G,1059,134,10,1,8.683333333,Thu,VF
G,1060,130,10,1,8.766666667,Thu,VF
G,1056,131,10,0,13.61666667,Wed,M
G,1054,131,10,4,12.76666667,Thu,VF
G,1053,136,10,0,9.95,Mon,VF
G,1063,132,10,17,13.56666667,Wed,VF
G,1053,133,10,1,8.583333333,Thu,VF
G,1055,135,10,1,8.916666667,Thu,F
G,1068,131,10,5,13.58333333,Wed,VF
G,1057,132,10,5,13.58333333,Wed,VF
G,1053,133,10,9,8.566666667,Thu,VF
G,1068,131,10,1,13.51666667,Wed,VF
G,1063,224,10,0,14.26666667,Mon,F
G,1064,89,10,10,5.35,Fri,VF
G,1064,91,10,14,5.366666667,Fri,VF
G,1066,90,10,1,5.366666667,Fri,VF
G,1055,92,10,1,6.033333333,Fri,VF
G,1063,92,10,1,5.883333333,Fri,VF
G,1066,93,10,2,6.05,Fri,F
G,1068,88,10,3,5.333333333,Fri,VF
G,1057,90,10,2,6.716666667,Fri,VF
G,1055,86,10,1,6.05,Fri,VF
G,1061,87,10,1,6.016666667,Fri,VF
G,1066,91,10,2,6.716666667,Fri,VF
G,1067,91,10,1,5.916666667,Fri,VF
G,1058,88,10,2,6.75,Fri,F
G,1058,88,10,7,6.033333333,Fri,VF
G,118,142,20,58,14.03333333,Mon,VF
G,117,32,20,0,18.7,Wed,VF
G,123,233,20,3878,13.31666667,Mon,M
G,133,217,20,189,17.18333333,Tue,F
G,1295,132,15,81,16.16666667,Wed,L
G,1342,133,10,25,17.1,Thu,VF
G,1341,134,20,1,10.96666667,Thu,F
G,133,239,20,114,16.8,Fri,VF
G,139,242,20,144,9.433333333,Mon,VF
G,142,241,20,127,10.65,Mon,VF
G,130,31,20,38,9.566666667,Mon,VF
G,134,36,20,237,9.516666667,Mon,VF
G,144,115,20,107,9.5,Mon,VF
G,144,77,20,32,9.466666667,Mon,VF
G,140,10,20,59,9.516666667,Mon,VF
G,20,10,15,0,15.28333333,Mon,VF
G,1405,128,10,6,11.8,Wed,VF
G,1416,133,10,0,20.53333333,Tue,VF
G,1412,129,10,0,11.03333333,Wed,M
G,1405,128,10,17,22.18333333,Tue,VF
G,1414,134,10,6,11.78333333,Wed,VF
G,1406,135,10,7,18.65,Tue,VF
G,1411,130,10,1,6.983333333,Wed,VF
G,1420,129,10,219,10.85,Wed,M
G,1406,131,10,8,15.6,Tue,VF
G,149,426,20,19,7.966666667,Fri,VF
G,141,278,20,382,17.86666667,Thu,F
G,155,440,20,0,12.95,Wed,VF
G,156,76,20,0,13.21666667,Wed,VF
G,150,94,20,0,13.76666667,Wed,VF
G,159,225,20,38,17.48333333,Tue,VF
G,160,155,20,0,18.33333333,Tue,VF
G,159,157,20,30,17.3,Tue,VF
G,161,318,100,0,13.78333333,Fri,M
G,20,33,20,0,16.23333333,Fri,VF
G,171,31,20,0,1.366666667,Thu,VF
G,177,483,20,232,15.73333333,Tue,F
G,180,283,20,286,16.73333333,Fri,F
G,225,51,20,0,17.76666667,Fri,VF
G,227,706,20,0,15.03333333,Tue,M
G,228,709,20,0,15.03333333,Tue,M
G,218,888,20,0,15.35,Tue,M
G,227,888,20,0,15.36666667,Tue,M
G,231,171,20,0,14.93333333,Tue,F
G,228,174,20,0,14.93333333,Tue,F
G,229,370,20,0,15.3,Tue,F
G,226,370,20,0,15.26666667,Tue,F
G,231,312,20,82,18.15,Fri,VF
G,221,320,20,0,9.766666667,Mon,VF
G,224,295,20,205,16.63333333,Fri,F
G,232,342,20,35,14.13333333,Tue,VF
G,222,168,200,0,18.13333333,Fri,M
G,238,109,20,0,17.28333333,Fri,F
G,238,116,20,0,18.11666667,Fri,F
G,235,389,20,55,13.81666667,Tue,F
G,239,218,20,0,7.9,Mon,F
G,229,219,10,33,8.216666667,Mon,VF
G,231,273,20,29,11.61666667,Mon,VF
G,234,314,20,0,15.01666667,Tue,VF
G,237,383,20,0,14.93333333,Tue,VF
G,243,38,20,0,19.35,Thu,VF
G,242,329,20,0,12.43333333,Fri,VF
G,275,32,20,1,14.06666667,Tue,VF
G,2723,123,20,0,0.083333333,Thu,F
G,269,31,20,0,18.01666667,Tue,VF
G,23,64,20,0,10.45,Wed,VF
G,29,74,20,0,13.96666667,Wed,VF
G,279,172,200,0,16.95,Wed,M
G,290,170,200,0,18.01666667,Fri,M
G,295,195,20,0,18.86666667,Tue,VF
G,303,33,20,3,14.88333333,Wed,VF
G,307,42,20,2,13.88333333,Wed,VF
G,299,82,20,1,12.6,Wed,VF
G,300,19,20,4,16.4,Wed,VF
G,311,34,20,0,16.13333333,Thu,VF
G,303,35,20,1,18.9,Thu,VF
G,312,39,20,0,15.63333333,Thu,VF
G,322,160,20,0,13.71666667,Mon,VF
G,28,141,100,0,16.16666667,Tue,F
G,31,155,100,0,10.86666667,Tue,F
G,3251,209,20,33,8.55,Mon,F
G,331,244,20,142,15.16666667,Fri,F
G,354,421,20,0,16.8,Tue,VF
G,366,417,20,0,17.5,Fri,VF
G,354,427,20,0,17.13333333,Tue,VF
G,3679,132,20,0,12.88333333,Wed,M
G,3675,139,20,0,5.533333333,Mon,M
G,3668,131,20,0,7.683333333,Tue,M
G,362,128,20,0,10.2,Fri,F
G,366,206,50,0,11.15,Fri,M
G,3744,63,20,0,14.66666667,Wed,VF
G,399,264,20,0,17.23333333,Thu,F
G,32,206,20,0,11.56666667,Fri,F
G,32,201,20,0,11.55,Fri,VF
G,399,29,20,0,9.7,Thu,VF
G,402,271,20,4,9.05,Tue,VF
G,401,63,20,3,12.53333333,Thu,F
G,34,33,20,0,19.7,Mon,VF
G,42,41,20,0,18.45,Mon,VF
G,35,10,20,0,19.33333333,Mon,VF
G,4512,50,20,5,16.6,Wed,F
G,447,230,20,0,14.8,Tue,F
G,450,229,20,0,14.01666667,Tue,F
G,458,62,10,0,15.53333333,Wed,VF
G,459,55,10,3,11.63333333,Tue,F
G,465,62,10,0,16.65,Fri,VF
G,451,56,10,1,10.7,Thu,VF
G,453,60,10,3,9.9,Tue,F
G,468,411,20,6,1.883333333,Fri,VF
G,47,41,20,0,15.93333333,Mon,VF
G,537,215,20,130,22.21666667,Mon,F
G,541,140,20,0,10.58333333,Wed,VF
G,538,186,20,0,13.86666667,Tue,VF
G,528,210,20,8,7.683333333,Fri,VF
G,570,140,20,169,14.13333333,Mon,F
G,54,11,20,0,18.11666667,Wed,VF
G,66,10,20,0,17.4,Thu,VF
G,77,185,20,0,15.86666667,Wed,VF
G,70,199,20,0,16.81666667,Wed,F
G,77,182,20,0,16.5,Wed,F
G,76,400,20,0,10.43333333,Tue,F
G,86,16,11,0,13.26666667,Tue,VF
G,79,17,11,0,14.08333333,Tue,VF
G,82,42,11,0,11.93333333,Tue,VF
G,878,274,20,26,14.78333333,Mon,F
G,106,64,20,0,17.95,Tue,VF
H,1006,427,20,109,14,Tue,F
H,99,301,20,0,13.83333333,Tue,F
H,98,229,20,1,16.2,Wed,VF
H,100,243,20,1,10.16666667,Fri,F
H,107,264,20,32,10.41666667,Fri,VF
H,98,260,20,142,16.55,Wed,VF
H,102,273,20,0,16.45,Fri,F
H,103,283,20,0,16.73333333,Fri,F
H,104,291,20,241,16.21666667,Fri,F
H,93,289,20,2,9.983333333,Fri,VF
H,100,292,20,0,10.8,Wed,VF
H,101,300,10,3,14.16666667,Tue,M
H,102,306,10,3,10.73333333,Tue,L
H,96,304,10,3,11.81666667,Fri,L
H,105,307,20,0,16.76666667,Thu,F
H,105,312,20,0,16.38333333,Thu,F
H,108,317,20,0,19.83333333,Wed,F
H,110,310,20,59,21.53333333,Wed,F
H,20,14,20,0,17.2,Thu,VF
H,110,330,20,1,12.53333333,Mon,F
H,120,331,20,0,14.03333333,Mon,F
H,123,336,20,3751,13.31666667,Mon,M
H,124,333,20,0,16.51666667,Fri,F
H,127,357,20,0,16.83333333,Fri,F
H,120,359,20,15,17.18333333,Tue,F
H,141,394,20,0,16.78333333,Fri,F
H,136,364,20,0,10.65,Mon,F
H,133,367,20,69,9.416666667,Mon,F
H,136,110,20,0,9.583333333,Mon,VF
H,129,158,20,184,9.516666667,Mon,F
H,143,315,20,0,9.466666667,Mon,VF
H,141,372,20,1,9.5,Mon,VF
H,131,16,20,80,9.533333333,Mon,VF
H,142,416,20,57,16.28333333,Fri,F
H,144,419,20,0,19.01666667,Tue,M
H,148,193,20,0,8.466666667,Fri,VF
H,143,227,20,0,4.866666667,Fri,VF
H,146,233,20,0,5.583333333,Fri,VF
H,156,435,20,99,12.96666667,Wed,VF
H,154,232,20,41,13.23333333,Wed,VF
H,145,289,20,263,13.78333333,Wed,F
H,146,386,10,2,10.75,Thu,F
H,156,391,10,4,9.216666667,Thu,L
H,151,395,10,1,16.16666667,Fri,F
H,143,394,10,2,9.4,Fri,F
H,153,391,10,3,16.68333333,Tue,M
H,153,395,10,3,10.51666667,Wed,M
H,146,57,10,0,16.88333333,Fri,F
H,150,57,10,0,16.06666667,Wed,M
H,154,57,10,1,10.9,Thu,F
H,1504,418,20,8,14.06666667,Tue,F
H,156,319,20,0,16.31666667,Wed,F
H,143,338,20,0,10.2,Fri,F
H,143,344,20,0,16.58333333,Wed,VF
H,158,341,20,51,10.01666667,Fri,VF
H,146,343,20,0,10.48333333,Fri,F
H,157,346,20,0,10.86666667,Wed,VF
H,154,234,20,37,20.88333333,Mon,F
H,160,431,20,1,17.48333333,Tue,F
H,168,470,20,0,18.28333333,Tue,M
H,161,501,100,0,15.13333333,Fri,L
H,163,502,100,0,16.01666667,Fri,L
H,178,510,20,0,13.83333333,Thu,F
H,179,514,20,0,14.46666667,Thu,F
H,177,513,20,0,15.83333333,Thu,F
H,182,526,20,54,15.73333333,Tue,F
H,186,29,20,0,15.1,Thu,VF
H,178,529,20,73,16.73333333,Fri,F
H,20,44,20,0,16.61666667,Thu,VF
H,20,50,20,0,14.18333333,Fri,VF
H,20,55,20,0,11.55,Mon,VF
H,192,341,20,1,10.5,Mon,VF
H,185,350,20,94,11.18333333,Mon,M
H,202,35,20,4,11.56666667,Mon,VF
H,198,19,40,2,10.21666667,Thu,VF
H,203,598,20,0,17.73333333,Mon,F
H,207,602,20,0,17.46666667,Mon,F
H,212,631,20,0,15.53333333,Tue,L
H,223,598,20,0,15.66666667,Tue,M
H,226,604,20,0,15.65,Tue,M
H,225,613,20,0,10.56666667,Tue,L
H,221,644,20,0,15.46666667,Tue,L
H,222,651,20,0,15.46666667,Tue,L
H,219,654,20,0,18.8,Mon,L
H,221,377,40,0,8.383333333,Fri,F
H,227,540,20,0,11.8,Tue,M
H,224,537,20,0,15.3,Tue,M
H,225,537,20,0,11.83333333,Tue,M
H,225,542,20,0,15.3,Tue,M
H,230,543,20,0,18.6,Mon,L
H,225,616,20,0,10.56666667,Tue,L
H,217,625,20,0,15.71666667,Tue,L
H,224,626,20,0,15.75,Tue,L
H,219,646,20,28,18.18333333,Fri,F
H,223,658,20,0,9.783333333,Mon,F
H,236,646,20,14,16.63333333,Fri,F
H,225,659,20,0,14.18333333,Tue,F
H,221,659,20,0,11.21666667,Fri,F
H,236,672,20,0,13.83333333,Tue,F
H,221,676,20,10,13.3,Fri,M
H,231,529,200,0,21.76666667,Fri,L
H,229,671,20,69,11.11666667,Wed,F
H,28,62,20,0,9.95,Thu,VF
H,234,683,20,0,15,Tue,F
H,242,382,20,138,10.48333333,Fri,F
H,230,409,20,122,15.81666667,Fri,M
H,240,631,10,1,17.68333333,Fri,F
H,234,634,20,186,16.3,Fri,M
H,238,631,20,0,8.416666667,Mon,L
H,240,633,20,0,8.7,Mon,L
H,244,660,20,0,11.31666667,Fri,F
H,233,99,20,0,11.38333333,Fri,VF
H,245,691,20,51,14.88333333,Tue,F
H,2411,415,20,1,11.25,Thu,F
H,249,691,20,0,12.5,Fri,F
H,253,695,20,2,17.15,Wed,F
H,254,709,20,17,11.61666667,Mon,F
H,2514,127,20,0,18.66666667,Mon,M
H,21,58,20,0,16.3,Fri,VF
H,29,62,20,0,16.45,Wed,VF
H,31,67,20,0,10.23333333,Fri,VF
H,20,73,20,0,16.11666667,Fri,VF
H,29,70,20,0,17.23333333,Tue,VF
H,22,68,20,0,9.25,Wed,VF
H,22,78,20,0,9.916666667,Fri,VF
H,278,790,20,2,11.58333333,Wed,F
H,276,786,20,2,11.53333333,Wed,F
H,274,787,20,6,16.8,Tue,F
H,277,796,20,8,9.45,Wed,F
H,2728,386,20,1,0.016666667,Thu,F
H,280,787,20,0,14.65,Wed,F
H,279,790,20,1,12.15,Wed,F
H,269,781,20,9,14,Wed,F
H,277,799,20,0,17.06666667,Tue,F
H,33,75,20,0,10.45,Wed,VF
H,28,80,20,0,13.93333333,Wed,VF
H,24,79,20,0,10.16666667,Wed,VF
H,286,526,200,0,20.56666667,Wed,L
H,286,818,20,10,11.1,Wed,F
H,288,533,200,0,21.86666667,Fri,L
H,35,88,20,0,16.4,Fri,VF
H,294,864,20,0,16.4,Wed,F
H,304,866,20,0,16.33333333,Wed,M
H,26,88,20,0,11.7,Thu,VF
H,36,90,20,0,15.35,Thu,VF
H,32,85,20,0,14.6,Thu,VF
H,301,866,20,0,16.85,Fri,L
H,306,879,20,2233,16.86666667,Fri,L
H,311,897,20,1038,14.91666667,Fri,M
H,303,900,20,111,14.58333333,Fri,F
H,3141,5297,20,132,17.78333333,Wed,L
H,318,532,20,0,13.35,Mon,F
H,39,76,100,0,16.25,Tue,M
H,30,79,100,0,10.1,Thu,M
H,33,83,100,0,8.966666667,Thu,M
H,38,91,100,0,10.93333333,Tue,M
H,37,87,100,0,15.85,Thu,M
H,30,83,100,0,10.9,Tue,M
H,28,89,100,0,15.91666667,Thu,M
H,38,94,100,0,10.38333333,Thu,M
H,39,85,100,0,10,Fri,M
H,26,88,20,0,14.01666667,Thu,VF
H,32,88,20,0,13.4,Thu,VF
H,28,93,20,0,15.63333333,Thu,VF
H,37,90,100,0,10.6,Thu,M
H,24,97,100,0,17.8,Tue,M
H,29,91,20,0,11.98333333,Thu,VF
H,327,105,20,12,13.81666667,Mon,VF
H,331,104,20,1,11.45,Thu,VF
H,29,81,20,0,12.46666667,Wed,F
H,38,79,20,0,12.8,Wed,F
H,25,85,100,0,15.81666667,Mon,M
H,25,90,100,0,15.9,Mon,M
H,28,90,100,0,16.21666667,Mon,M
H,38,94,100,0,16.11666667,Mon,M
H,327,899,20,141,15.21666667,Fri,F
H,27,82,20,0,13.9,Thu,VF
H,35,92,20,0,11.85,Thu,VF
H,3677,438,20,0,12.68333333,Wed,L
H,3677,434,20,0,6.133333333,Mon,L
H,3676,432,20,0,9.35,Tue,L
H,3691,180,20,0,16.25,Fri,M
H,369,780,50,0,13.15,Fri,L
H,3739,193,20,127,14.73333333,Wed,F
H,3758,153,20,0,13.73333333,Thu,M
H,3749,150,20,0,9.5,Tue,M
H,3770,301,20,0,9.5,Tue,L
H,3783,61,20,0,8.85,Tue,M
H,3768,55,20,0,9.7,Tue,M
H,3779,59,20,0,6.25,Thu,M
H,3768,695,20,0,12.55,Thu,L
H,3772,702,20,0,10.61666667,Tue,L
H,3768,1115,20,0,12.26666667,Tue,L
H,3778,187,20,0,13.01666667,Thu,M
H,3782,187,20,0,9.216666667,Tue,M
H,3775,194,20,0,10.51666667,Thu,M
H,3779,19,20,0,8.85,Tue,M
H,3778,20,20,0,6.266666667,Thu,M
H,3774,295,20,0,11.48333333,Thu,L
H,3784,30,20,0,12.18333333,Thu,M
H,3774,29,20,0,8.983333333,Tue,M
H,3773,381,20,0,10.01666667,Fri,L
H,3773,55,20,0,9.583333333,Thu,M
H,3780,62,20,0,8.916666667,Tue,M
H,3777,57,20,0,9.85,Thu,M
H,3783,1105,20,0,10.18333333,Fri,L
H,3777,194,20,0,9.283333333,Tue,M
H,386,379,20,0,13.05,Mon,F
H,47,88,20,0,13.88333333,Tue,VF
H,33,104,20,0,10.61666667,Tue,F
H,397,93,20,0,10.18333333,Thu,VF
H,400,359,20,354,12.01666667,Thu,F
H,410,928,20,20,9.05,Tue,F
H,408,103,20,1,10.55,Thu,VF
H,404,66,20,3,12.73333333,Thu,M
H,411,65,20,3,14.5,Thu,M
H,421,1248,20,0,15.46666667,Fri,L
H,432,31,20,0,16.68333333,Mon,F
H,444,1292,20,3120,13.53333333,Mon,M
H,38,124,20,0,15.5,Tue,F
H,48,121,20,0,11.48333333,Tue,F
H,51,130,20,0,14.26666667,Tue,F
H,50,124,20,0,14,Tue,F
H,51,127,20,0,14.26666667,Wed,F
H,437,115,20,0,11.65,Mon,F
H,439,682,20,349,12.03333333,Mon,M
H,39,120,20,0,11.98333333,Thu,F
H,4510,163,20,103,16.63333333,Wed,F
H,456,682,20,0,15.53333333,Tue,L
H,456,686,20,0,15.86666667,Tue,L
H,450,694,20,0,14.81666667,Tue,L
H,450,696,20,0,15.45,Tue,L
H,454,701,20,0,15.28333333,Tue,L
H,463,454,20,35,12.16666667,Thu,M
H,469,443,20,1,15.68333333,Wed,F
H,465,533,20,0,16.35,Mon,F
H,472,573,20,0,14.25,Wed,F
H,472,573,20,156,14.31666667,Wed,F
H,465,98,20,112,15.58333333,Mon,F
H,41,127,20,0,10.65,Fri,F
H,49,130,20,0,17.45,Fri,F
H,42,131,20,0,12,Fri,F
H,49,136,20,0,17.86666667,Fri,F
H,54,135,20,0,12.25,Fri,F
H,43,139,20,0,17.43333333,Fri,F
H,480,1350,20,0,11.86666667,Tue,M
H,480,400,20,0,9.75,Mon,F
H,487,393,20,99,13.6,Thu,F
H,494,436,20,7,13.91666667,Tue,F
H,44,129,20,0,16.38333333,Fri,F
H,54,129,20,0,10.1,Fri,F
H,56,132,20,0,10.31666667,Fri,F
H,46,141,20,0,16.18333333,Fri,F
H,53,148,20,0,16.63333333,Fri,F
H,48,150,20,0,17.28333333,Tue,F
H,55,154,20,0,9.983333333,Fri,F
H,53,151,20,0,10.78333333,Wed,F
H,527,751,20,12,22.23333333,Mon,F
H,530,740,20,0,18.31666667,Thu,F
H,539,353,20,0,11.9,Sun,F
H,531,438,20,0,10.61666667,Wed,F
H,536,434,20,0,11.5,Wed,F
H,540,576,20,11,13.9,Tue,F
H,537,740,20,7,7.716666667,Fri,F
H,535,741,20,0,12.53333333,Wed,F
H,537,898,20,18,10.2,Fri,F
H,543,904,20,9,14.85,Thu,F
H,540,206,20,0,15.65,Wed,VF
H,48,154,20,0,14.55,Wed,F
H,52,156,20,0,14.91666667,Wed,F
H,59,161,20,0,14.93333333,Wed,M
H,62,164,20,0,10.9,Thu,M
H,559,464,20,10,13.55,Mon,F
H,556,469,20,0,14.71666667,Mon,F
H,569,467,20,0,15.35,Mon,F
H,557,467,20,0,14.13333333,Mon,F
H,61,15,20,0,6.716666667,Mon,VF
H,589,646,20,16,15.26666667,Mon,F
H,601,443,20,3,17.55,Mon,F
H,597,78,20,0,13.05,Fri,VF
H,596,150,20,0,15.08333333,Fri,VF
H,54,174,20,0,9.383333333,Wed,F
H,70,182,20,0,15.53333333,Thu,M
H,65,95,20,0,10.88333333,Thu,F
H,64,195,20,0,10.16666667,Mon,F
H,63,195,20,0,9.833333333,Mon,F
H,61,195,20,0,11.23333333,Thu,M
H,62,193,20,0,10.08333333,Wed,F
H,73,198,20,0,14,Wed,M
H,70,197,20,0,14.01666667,Wed,M
H,697,179,20,0,15.8,Wed,M
H,20,10,20,0,17.23333333,Thu,F
H,78,214,20,0,20.71666667,Tue,F
H,732,771,20,0,8.9,Fri,F
H,71,31,20,0,17.41666667,Thu,VF
H,80,190,20,0,16.83333333,Wed,F
H,77,201,20,0,15.9,Wed,F
H,78,196,20,0,16.51666667,Wed,F
H,69,209,20,0,21.21666667,Wed,F
H,71,194,50,0,13.31666667,Thu,M
H,784,99,20,0,21.83333333,Tue,F
H,781,2342,20,0,14.16666667,Fri,M
H,776,2346,20,5,18.13333333,Wed,M
H,788,2347,20,104,14.6,Fri,M
H,790,2345,20,231,14.23333333,Fri,M
H,778,2351,20,5,14.55,Fri,M
H,78,239,20,0,10.9,Tue,M
H,75,79,20,0,13.78333333,Tue,VF
H,89,235,20,0,13.36666667,Tue,F
H,76,233,20,0,14.01666667,Tue,F
H,881,1336,20,0,17.05,Fri,M
H,889,61,20,3134,17.5,Tue,F
H,894,611,20,3276,17.6,Tue,M
H,890,814,20,3494,17.7,Tue,M
H,887,165,20,3494,17.7,Tue,M
H,85,237,20,0,22.48333333,Mon,M
H,20,15,20,0,11.21666667,Tue,VF
H,20,20,20,0,13.21666667,Tue,VF
H,20,25,20,0,13.76666667,Tue,VF
H,100,244,20,0,10.55,Tue,M
H,96,292,20,0,22.48333333,Tue,M
I,997,3579,20,0,13.96666667,Tue,VF
I,98,2700,20,0,10.11666667,Fri,VF
I,97,2701,20,0,16.2,Wed,VF
I,93,2774,20,0,10.36666667,Fri,VF
I,107,2851,20,0,16.53333333,Wed,VF
I,95,3523,20,0,13.81666667,Tue,VF
I,101,3674,20,0,16.45,Fri,VF
I,98,4073,20,0,16.73333333,Fri,VF
I,104,4545,20,0,16.18333333,Fri,VF
I,101,8147,20,0,8.366666667,Thu,VF
I,107,8229,20,0,15.25,Mon,VF
I,108,8254,10,0,13.6,Thu,VF
I,105,10924,20,0,9.466666667,Fri,VF
I,102,1171,20,0,18.53333333,Thu,VF
I,104,13201,20,0,13.53333333,Thu,VF
I,99,13420,20,0,12.65,Thu,VF
I,99,13652,20,0,8.85,Fri,VF
I,94,2527,10,0,15.11666667,Tue,VF
I,99,8899,20,0,16.36666667,Thu,VF
I,99,9001,20,0,16.75,Thu,VF
I,110,3077,20,0,21.51666667,Wed,VF
I,106,3073,20,0,19.83333333,Wed,VF
I,101,36021,20,0,10.36666667,Wed,F
I,106,6799,20,0,17.15,Tue,VF
I,112,100,20,0,15.4,Wed,VF
I,113,1402,20,0,14.41666667,Wed,VF
I,109,4095,20,0,12.46666667,Mon,VF
I,118,7049,20,0,13.21666667,Mon,VF
I,1222,2195,20,0,14.93333333,Fri,VF
I,131,12023,20,0,9.7,Fri,VF
I,128,12045,20,0,8.966666667,Fri,VF
I,128,12071,20,0,10.03333333,Fri,VF
I,125,12073,20,0,8.966666667,Fri,VF
I,120,12098,20,0,9.85,Fri,VF
I,123,3897,20,0,16.78333333,Fri,VF
I,123,3926,20,0,16.5,Fri,VF
I,127,6972,20,0,17.46666667,Tue,VF
I,20,671,10,0,17.76666667,Mon,VF
I,20,79,20,0,14.75,Wed,VF
I,129,2929,20,0,17.38333333,Thu,VF
I,128,7751,20,0,16.75,Fri,VF
I,133,1499,20,0,19.43333333,Thu,VF
I,140,7874,20,0,10.63333333,Mon,VF
I,129,7897,20,0,9.4,Mon,VF
I,129,951,20,0,9.55,Mon,VF
I,133,1348,20,0,9.5,Mon,VF
I,1371,12776,20,0,12.46666667,Tue,VF
I,143,3079,20,0,9.483333333,Mon,VF
I,132,4498,20,0,10.43333333,Wed,F
I,137,174,20,0,9.516666667,Mon,VF
I,138,4377,20,0,17.33333333,Wed,VF
I,135,4470,20,0,17.65,Wed,VF
I,147,5620,20,0,16.7,Thu,VF
I,132,5674,20,0,15.73333333,Wed,VF
I,147,2071,20,0,16.23333333,Wed,VF
I,20,870,20,0,14.08333333,Mon,VF
I,14097,375,20,0,16.35,Wed,F
I,142,4753,20,0,18.7,Tue,VF
I,137,4829,20,0,16.25,Fri,VF
I,142,12174,20,0,7.95,Fri,VF
I,149,12200,20,0,7.833333333,Fri,VF
I,151,2502,20,0,13.76666667,Wed,VF
I,153,12228,20,0,12.95,Wed,VF
I,153,1922,20,0,13.21666667,Wed,VF
I,143,3278,10,0,10.8,Thu,VF
I,20,2554,20,0,19.08333333,Mon,VF
I,20,3326,20,0,18.91666667,Mon,VF
I,20,2145,20,0,12.71666667,Wed,VF
I,1496,3574,20,0,14.03333333,Tue,VF
I,149,2874,20,0,10,Fri,VF
I,146,2901,20,0,10.5,Fri,VF
I,143,2947,20,0,16.58333333,Wed,VF
I,147,1925,20,0,20.85,Mon,VF
I,157,4920,20,0,17.91666667,Tue,VF
I,162,14521,20,0,18.6,Thu,VF
I,166,8970,100,0,13.58333333,Fri,F
I,162,9195,10,0,13.51666667,Fri,VF
I,24,1073,20,0,16.23333333,Fri,VF
I,1715,3496,20,0,11.95,Thu,VF
I,1725,3495,20,0,10.68333333,Thu,VF
I,166,9845,20,0,14.45,Thu,VF
I,168,9897,20,0,13.76666667,Thu,VF
I,174,9951,20,0,15.81666667,Thu,VF
I,1747,12826,20,0,12.56666667,Tue,VF
I,180,12273,20,0,15.68333333,Tue,VF
I,179,479,10,0,10.68333333,Wed,VF
I,178,198,20,0,13,Thu,VF
I,184,222,20,0,14.6,Thu,VF
I,180,9304,20,0,16.68333333,Fri,VF
I,188,1825,20,0,9.483333333,Thu,VF
I,1927,1822,20,0,6.183333333,Thu,VF
I,189,2973,20,0,10.5,Mon,VF
I,194,3072,20,0,11.03333333,Mon,VF
I,193,1373,11,0,22.31666667,Wed,VF
I,207,146,40,0,10.43333333,Thu,VF
I,22,2747,20,0,20.1,Mon,VF
I,20,304,20,0,10.93333333,Wed,VF
I,20,1604,20,0,17.23333333,Thu,VF
I,20,146,20,0,10.85,Wed,VF
I,20,2154,20,0,12.83333333,Wed,VF
I,27,2195,20,0,13.05,Wed,VF
I,20,2373,20,0,12.26666667,Wed,VF
I,20,2404,20,0,12.66666667,Wed,VF
I,207,8248,20,0,17.51666667,Mon,VF
I,214,18551,20,0,17.98333333,Mon,VF
I,220,18597,20,0,13.45,Tue,VF
I,224,18654,20,0,13.43333333,Tue,VF
I,217,23800,20,0,15.2,Tue,VF
